2/3/2025 0:00 | UKWXvWg0iO6b9VUraMPL7jRqE6EzFRFe | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:00 | UKWXvWg0iO6b9VUraMPL7jRqE6EzFRFe | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:00 | AqauHeFV3hzadPA1ZmOpoKKDdJP8XGXo | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:00 | AqauHeFV3hzadPA1ZmOpoKKDdJP8XGXo | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:01 | vmnoCtoV2XRdabuyK5Wc2OPwdb4hhxgB | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:01 | dG68mav0OUGQOKXHSJ9Ydel9wroCojZr | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:01 | dG68mav0OUGQOKXHSJ9Ydel9wroCojZr | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:01 | rqxLkaHByu5UAkuF7UJPgjlaO6siDiPy | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:01 | YW5pWS5EeeDX7WOiEBD9CFixIpQ4xAT0 | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:02 | 72ymdoJmQVJ46UrETW3yIx0EYFnCXHQk | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:02 | 72ymdoJmQVJ46UrETW3yIx0EYFnCXHQk | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:05 | vGJFY1QHA4m0C5ZJCn9GTzUnodUgiDl1 | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:05 | r9IJzxkbSATTNuBBm5qd9tjAWQHMW1nQ | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:05 | r9IJzxkbSATTNuBBm5qd9tjAWQHMW1nQ | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:05 | ho6xRVhXXzc7eZli9RCjsE1SUwaXd9ob | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":972,"carbon_footprint_score":"High","category":"electricity","comments":"Carbon footprint calculated"} | BadRequestError : {"diet":"diet must be a number","carbon_footprint_score":"carbon_footprint_score must be one of [low, medium, high]"}
2/3/2025 0:06 | aTPWUaxp3c8EJqMRMqULXqEUZuIaaYWF | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:06 | CH8pVcbRuXoxVwWQnqSPHRvRXmyGrsXI | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
2/3/2025 0:06 | sNGovxkx2F57W6uuMpUU2MydXPQsENIu | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T18:23:29.304Z","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"},{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"vegan","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
